1.727915663312518946e-01,6.442594287583395252e-01,8.333333333333332871e-02,1.000000000000000000e+00,5.230717783406995114e-01,2.933866807392665477e-01,7.288568019866943359e-01,1.727915663312518946e-01,6.442594287583395252e-01,5.000000000000000104e-04
1.898378647311921574e-01,6.593122728453149062e-01,8.333333333333332871e-02,1.000000000000000000e+00,5.806575947915925129e-01,2.847711241044917907e-01,7.302446365356445312e-01,1.805385140169167846e-01,6.572148131201930310e-01,5.000000000000000104e-04
1.931988168682294560e-01,6.813589248123691489e-01,8.333333333333332871e-02,1.000000000000000000e+00,6.668048031788149643e-01,2.810338784416182567e-01,7.251005768775939941e-01,1.872721648092864621e-01,6.653907366909503907e-01,5.000000000000000104e-04
1.852094363193578230e-01,6.950749672667974055e-01,8.333333333333332871e-02,1.000000000000000000e+00,7.216554896159703691e-01,2.802188584283620276e-01,7.264145016670227051e-01,1.900854756027610948e-01,6.854304138104628796e-01,5.000000000000000104e-04
1.889392885577624581e-01,6.989152139318868251e-01,8.333333333333332871e-02,1.000000000000000000e+00,7.372056298451883372e-01,2.768835872411727905e-01,7.279161214828491211e-01,2.009197172441233858e-01,7.002268970005705029e-01,5.000000000000000104e-04
2.029963737551048197e-01,7.148638003357410398e-01,8.333333333333332871e-02,1.000000000000000000e+00,8.027788483185990254e-01,2.756329475581145161e-01,7.260988950729370117e-01,2.049286193691798319e-01,7.095316068630435069e-01,5.000000000000000104e-04
2.294526491580839433e-01,7.394704542922014845e-01,8.333333333333332871e-02,1.000000000000000000e+00,9.075202195570527541e-01,2.762806018610962089e-01,7.256532907485961914e-01,2.110813461630173249e-01,7.247928186714363008e-01,5.000000000000000104e-04
2.584422709592726908e-01,7.624793615577002415e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.010173697723026454e+00,2.726172241343169378e-01,7.267086505889892578e-01,2.300078087780514646e-01,7.440166888952250979e-01,5.000000000000000104e-04
2.432240678079302942e-01,7.549831920621851156e-01,8.333333333333332871e-02,1.000000000000000000e+00,9.761684895559566977e-01,2.705093642242816232e-01,7.268673777580261230e-01,2.423554217137147415e-01,7.537023964659681496e-01,5.000000000000000104e-04
3.005917579261783157e-01,7.822362252090115931e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.102758230023395569e+00,2.711855196902732135e-01,7.241300940513610840e-01,2.596481085981993120e-01,7.691321632493058891e-01,5.000000000000000104e-04
3.037549152269781172e-01,7.917729552141934413e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.149173523436792355e+00,2.638617751478147255e-01,7.231838107109069824e-01,2.753987937368120309e-01,7.794939122166280043e-01,5.000000000000000240e-05
3.070986666380386421e-01,7.961759704095241474e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.171024868777305494e+00,2.598628711049296158e-01,7.225806713104248047e-01,2.860890795515625973e-01,7.849202797068032256e-01,5.000000000000000240e-05
3.161975205941232603e-01,8.016020208030774086e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.198344284535986404e+00,2.568964850501853636e-01,7.215449213981628418e-01,2.945203293581259429e-01,7.888303012938061576e-01,5.000000000000000240e-05
3.154601113048406957e-01,8.031791497134097568e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.206369061985137936e+00,2.570182831347489483e-01,7.219023704528808594e-01,2.989194635937298394e-01,7.933387035015208033e-01,5.000000000000000240e-05
3.111771031744296478e-01,8.064272904136604581e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.223020008829255323e+00,2.574555260293623915e-01,7.212870121002197266e-01,3.016916151847867655e-01,7.966512154645303267e-01,5.000000000000000240e-05
3.152558836883156412e-01,8.069880293523135073e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.225911699945958500e+00,2.525244665746929074e-01,7.216735482215881348e-01,3.055524931839933567e-01,7.995818435599324481e-01,5.000000000000000409e-06
3.161548832837427492e-01,8.082945130797322131e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.232669115032621665e+00,2.534713487164312884e-01,7.211655974388122559e-01,3.091246585785630274e-01,8.017734982363157181e-01,5.000000000000000409e-06
3.177996009652455656e-01,8.084052022348782174e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.233242916309031045e+00,2.545716146461102225e-01,7.208442091941833496e-01,3.109410136128626378e-01,8.032260139097697760e-01,5.000000000000000409e-06
3.180893068592681172e-01,8.081454144871105250e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.231896523766380813e+00,2.535201948480445555e-01,7.207982540130615234e-01,3.113624889642862548e-01,8.040411701964941260e-01,5.000000000000000409e-06
3.194380488705779730e-01,8.094025113938667637e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.238422052428659992e+00,2.520592248990756179e-01,7.206667661666870117e-01,3.126295458252505988e-01,8.047078730391955537e-01,5.000000000000000409e-06
3.190943397761858424e-01,8.093285034997969030e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.238037151095087163e+00,2.529373917759967227e-01,7.206756472587585449e-01,3.121035343443435139e-01,8.055076023396731122e-01,5.000000000000000833e-07
3.189187899276746396e-01,8.092216763765530674e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.237481724705249198e+00,2.512463129618588420e-01,7.206724286079406738e-01,3.132328728458732559e-01,8.064688678700452362e-01,5.000000000000000833e-07
3.186545476203755944e-01,8.090218133342085283e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236443088831395531e+00,2.515777270583545722e-01,7.206779122352600098e-01,3.130095536766057118e-01,8.070824287301278099e-01,5.000000000000000833e-07
3.186340887291343460e-01,8.090931659463769243e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236813813094250980e+00,2.507164156487007856e-01,7.206699252128601074e-01,3.132171626794666430e-01,8.074221222445294721e-01,5.000000000000000833e-07
3.188328844188106914e-01,8.090851612722733677e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236772219257605832e+00,2.503679850522209649e-01,7.206652164459228516e-01,3.139670075732799992e-01,8.078999549840532035e-01,5.000000000000000833e-07
3.187890339411454388e-01,8.090362798605110761e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236518245186880804e+00,2.525444372611887478e-01,7.206650972366333008e-01,3.139843224959822376e-01,8.082670729209434635e-01,5.000000000000001097e-08
3.188123011810357621e-01,8.090455853418864196e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236566590778103158e+00,2.528802161457158193e-01,7.206615805625915527e-01,3.143392432928189817e-01,8.086321717562262590e-01,5.000000000000001097e-08
3.184420010189375483e-01,8.090496417694311715e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236587665947533665e+00,2.518093246622246095e-01,7.206609249114990234e-01,3.148719954573016011e-01,8.088847902688475200e-01,5.000000000000001097e-08
3.184424570223933215e-01,8.090547560976856234e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236614237831533014e+00,2.526440490193727628e-01,7.206571102142333984e-01,3.153480296975038621e-01,8.090788315835711897e-01,5.000000000000001097e-08
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.539117653079393522e-01,7.206538915634155273e-01,3.161493225691437980e-01,8.090134808333364624e-01,5.000000000000001097e-08
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.528008943846245526e-01,7.206538319587707520e-01,3.170258787772615716e-01,8.092965533990669202e-01,5.000000000000001759e-09
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.521386088944282955e-01,7.206540107727050781e-01,3.173421622386791152e-01,8.093923231877599989e-01,5.000000000000001759e-09
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.538786050902695490e-01,7.206540107727050781e-01,3.160419049770881728e-01,8.094300608281113085e-01,5.000000000000001759e-09
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.532419160384090095e-01,7.206538915634155273e-01,3.159398380953120089e-01,8.095940218694493984e-01,5.000000000000001759e-09
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.506235966912838675e-01,7.206540107727050781e-01,3.160394231428961254e-01,8.096520013078675193e-01,5.000000000000001759e-09
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.551629301630148339e-01,7.206540703773498535e-01,3.161499294242843261e-01,8.097432492780841651e-01,5.000000000000002379e-10
3.185220732036807556e-01,8.090567832396513559e-01,8.333333333333332871e-02,1.000000000000000000e+00,1.236624770123627259e+00,2.528303797755922511e-01,7.206540703773498535e-01,3.169561441165885118e-01,8.098680298014890866e-01,5.000000000000002379e-10
